comment_id,comment_text,author,like_count,published_at,overall_sentiment,relevant,camera_mentioned,camera_sentiment,battery_mentioned,battery_sentiment,performance_mentioned,performance_sentiment,display_mentioned,display_sentiment,design_mentioned,design_sentiment,price_mentioned,price_sentiment
UgzVln6vyVYowPXDqjB4AaABAg,"""7 years security update and 7 years OS upgrade is value for money in itself. Weldone Samsung.""",@ElectrifyingElvis,31676,2024-01-26T22:14:21Z,positive,False,False,,False,,False,,False,,False,,False,
Ugxwfb-35gbx92VMrjF4AaABAg,"""I've got mine ordered. Going from an S8+ to the S24 Ultra. Big jump.""",@The_FantasyForge,6157,2024-03-16T04:38:11Z,positive,False,False,,False,,False,,False,,False,,False,
Ugychq4FeO_X0J4s8G94AaABAg,"""I am here because i want to feel good for the 1300$ i spent""",@marwanmohammed5240,1044,2024-09-22T14:12:20Z,positive,False,False,,False,,False,,False,,False,,False,
Ugz5oOiBuYooMr_cIBt4AaABAg,"""00:40 - Intro",,,,,,,,,,,,,,,,,
1:19 - Screen & Screenlock,,,,,,,,,,,,,,,,,,
2:40 - Battery,,,,,,,,,,,,,,,,,,
3:30 - Performance & S-Pen,,,,,,,,,,,,,,,,,,
5:08 - Camera ,,,,,,,,,,,,,,,,,,
8:30 - Software & AI features (in partnership with Google),,,,,,,,,,,,,,,,,,
14:45 - Comparison to iPhone 15 Pro Max,,,,,,,,,,,,,,,,,,
16:25 -  What's missing? And Summary,,,,,,,,,,,,,,,,,,
We're all gonna make it," brahs.""",@doctorhuh5728,1481,2024-01-29T19:24:41Z,neutral,False,False,,False,,False,,False,,False,,False,
Ugyp1O3-1GIEiF04Hc14AaABAg,"""Biggest improvement : SCRATCHES AT LEVEL 7 WITH DEEPER GROOVES AT LEVEL 8!!!""",@___Han___,3944,2024-01-31T22:11:06Z,positive,False,False,,False,,False,,False,,False,,False,
UgxWadWBH16v2EOHhch4AaABAg,"""Here after shitty iPhone 16 launch. Been an apple user since iPhone 6 but switched 3 days ago. Highly satisfied.""",@amandapaige8713,157,2024-09-24T13:25:11Z,positive,False,False,,False,,False,,False,,False,,False,
